lsoa_cd,lsoa_nm,lsoa_kmsq,canopy_kmsq,canopy_per,la_cd,la_nm
E01004351,Waltham Forest 001C,435559,243509.847,55.907,E09000031,Waltham Forest
E01004352,Waltham Forest 002A,1470560,638626.591,43.427,E09000031,Waltham Forest
E01004353,Waltham Forest 002B,563847,286897.918,50.882,E09000031,Waltham Forest
E01004354,Waltham Forest 002C,305418,50903.884,16.667,E09000031,Waltham Forest
E01004355,Waltham Forest 004A,244815,61755.461,25.225,E09000031,Waltham Forest
E01004356,Waltham Forest 001D,472403,125029.624,26.467,E09000031,Waltham Forest
E01004357,Waltham Forest 001E,332318,72554.204,21.833,E09000031,Waltham Forest
E01004358,Waltham Forest 002D,248348,58034.713,23.368,E09000031,Waltham Forest
E01004359,Waltham Forest 002E,225914,55754.382,24.679,E09000031,Waltham Forest
E01004360,Waltham Forest 004B,226060,54825.013,24.252,E09000031,Waltham Forest
E01004361,Waltham Forest 005A,209347,38365.616,18.326,E09000031,Waltham Forest
E01004362,Waltham Forest 021A,808998,419702.017,51.879,E09000031,Waltham Forest
E01004363,Waltham Forest 019A,294999,94284.746,31.961,E09000031,Waltham Forest
E01004364,Waltham Forest 019B,201103,34400.494,17.106,E09000031,Waltham Forest
E01004365,Waltham Forest 020A,119133,16585.143,13.922,E09000031,Waltham Forest
E01004366,Waltham Forest 019C,295478,105651.879,35.756,E09000031,Waltham Forest
E01004367,Waltham Forest 019D,125247,21857.816,17.452,E09000031,Waltham Forest
E01004368,Waltham Forest 019E,140040,25752.99,18.39,E09000031,Waltham Forest
E01004369,Waltham Forest 023A,97916.5,17433.666,17.805,E09000031,Waltham Forest
E01004370,Waltham Forest 023B,138909,23843.311,17.165,E09000031,Waltham Forest
E01004371,Waltham Forest 025A,108944,16291.894,14.954,E09000031,Waltham Forest
E01004372,Waltham Forest 023C,98672.6,17541.485,17.777,E09000031,Waltham Forest
E01004373,Waltham Forest 025B,98704.4,15159.271,15.358,E09000031,Waltham Forest
E01004374,Waltham Forest 025C,129162,18744.856,14.513,E09000031,Waltham Forest
E01004375,Waltham Forest 025D,116892,21675.477,18.543,E09000031,Waltham Forest
E01004376,Waltham Forest 025E,108772,15980.252,14.692,E09000031,Waltham Forest
E01004377,Waltham Forest 010C,831218,547252.231,65.837,E09000031,Waltham Forest
E01004378,Waltham Forest 010D,216777,57438.388,26.497,E09000031,Waltham Forest
E01004379,Waltham Forest 007A,211519,33808.478,15.984,E09000031,Waltham Forest
E01004380,Waltham Forest 007B,508231,250802.342,49.348,E09000031,Waltham Forest
E01004381,Waltham Forest 007C,233850,65554.882,28.033,E09000031,Waltham Forest
E01004382,Waltham Forest 008C,118322,16454.532,13.907,E09000031,Waltham Forest
E01004383,Waltham Forest 007D,229623,95096.255,41.414,E09000031,Waltham Forest
E01004384,Waltham Forest 003A,272443,51036.504,18.733,E09000031,Waltham Forest
E01004385,Waltham Forest 003B,486347,189867.764,39.04,E09000031,Waltham Forest
E01004386,Waltham Forest 003C,375764,145390.336,38.692,E09000031,Waltham Forest
E01004387,Waltham Forest 007E,264843,92882.218,35.071,E09000031,Waltham Forest
E01004388,Waltham Forest 007F,270590,84655.945,31.286,E09000031,Waltham Forest
E01004389,Waltham Forest 003D,424541,144760.212,34.098,E09000031,Waltham Forest
E01004390,Waltham Forest 003E,323695,168592.171,52.084,E09000031,Waltham Forest
E01004391,Waltham Forest 014A,741672,96229.241,12.975,E09000031,Waltham Forest
E01004392,Waltham Forest 017A,212981,35848.965,16.832,E09000031,Waltham Forest
E01004393,Waltham Forest 014B,141106,25189.661,17.852,E09000031,Waltham Forest
E01004394,Waltham Forest 017B,119547,19764.923,16.533,E09000031,Waltham Forest
E01004395,Waltham Forest 018A,1498910,401490.229,26.785,E09000031,Waltham Forest
E01004396,Waltham Forest 012A,111256,16770.198,15.074,E09000031,Waltham Forest
E01004397,Waltham Forest 017C,235892,24138.848,10.233,E09000031,Waltham Forest
E01004398,Waltham Forest 009A,429913,79469.248,18.485,E09000031,Waltham Forest
E01004399,Waltham Forest 009B,791968,116780.822,14.746,E09000031,Waltham Forest
E01004400,Waltham Forest 009C,172596,32163.624,18.635,E09000031,Waltham Forest
E01004401,Waltham Forest 014C,1101560,90706.988,8.234,E09000031,Waltham Forest
E01004402,Waltham Forest 009D,189526,57673.224,30.43,E09000031,Waltham Forest
E01004403,Waltham Forest 009E,382319,71900.335,18.806,E09000031,Waltham Forest
E01004404,Waltham Forest 014D,154542,24177.97,15.645,E09000031,Waltham Forest
E01004405,Waltham Forest 020B,121714,24394.242,20.042,E09000031,Waltham Forest
E01004406,Waltham Forest 016A,135860,25440.253,18.725,E09000031,Waltham Forest
E01004407,Waltham Forest 013A,91130.9,19326.933,21.208,E09000031,Waltham Forest
E01004408,Waltham Forest 016B,117524,25634.129,21.812,E09000031,Waltham Forest
E01004409,Waltham Forest 016C,156506,43642.769,27.886,E09000031,Waltham Forest
E01004410,Waltham Forest 013B,198416,42587.259,21.464,E09000031,Waltham Forest
E01004411,Waltham Forest 016D,123932,27510.13,22.198,E09000031,Waltham Forest
E01004412,Waltham Forest 015A,152095,36595.962,24.061,E09000031,Waltham Forest
E01004413,Waltham Forest 004C,328451,118509.302,36.081,E09000031,Waltham Forest
E01004414,Waltham Forest 005B,290298,78629.071,27.086,E09000031,Waltham Forest
E01004415,Waltham Forest 004D,260394,69750.318,26.786,E09000031,Waltham Forest
E01004416,Waltham Forest 004E,471616,162371.981,34.429,E09000031,Waltham Forest
E01004417,Waltham Forest 005C,276279,74717.813,27.044,E09000031,Waltham Forest
E01004418,Waltham Forest 008D,181368,47507.791,26.194,E09000031,Waltham Forest
E01004419,Waltham Forest 008E,260547,53293.118,20.454,E09000031,Waltham Forest
E01004420,Waltham Forest 020C,169549,15506.865,9.146,E09000031,Waltham Forest
E01004421,Waltham Forest 018B,126031,16964.702,13.461,E09000031,Waltham Forest
E01004422,Waltham Forest 022A,1337810,373479.238,27.917,E09000031,Waltham Forest
E01004423,Waltham Forest 020D,127252,18641.706,14.649,E09000031,Waltham Forest
E01004424,Waltham Forest 022B,215987,30822.54,14.271,E09000031,Waltham Forest
E01004425,Waltham Forest 022C,133259,22649.805,16.997,E09000031,Waltham Forest
E01004426,Waltham Forest 022D,123748,24765.149,20.013,E09000031,Waltham Forest
E01004427,Waltham Forest 022E,411743,93060.782,22.602,E09000031,Waltham Forest
E01004428,Waltham Forest 026B,160898,37705.496,23.434,E09000031,Waltham Forest
E01004429,Waltham Forest 026C,531628,104294.051,19.618,E09000031,Waltham Forest
E01004430,Waltham Forest 026D,516137,83279.744,16.135,E09000031,Waltham Forest
E01004432,Waltham Forest 023D,187253,22270.438,11.893,E09000031,Waltham Forest
E01004434,Waltham Forest 026E,321886,66804.538,20.754,E09000031,Waltham Forest
E01004435,Waltham Forest 023E,156130,32614.496,20.889,E09000031,Waltham Forest
E01004436,Waltham Forest 021B,231991,50869.604,21.927,E09000031,Waltham Forest
E01004437,Waltham Forest 021C,151478,33377.727,22.035,E09000031,Waltham Forest
E01004438,Waltham Forest 024C,258555,66653.538,25.779,E09000031,Waltham Forest
E01004439,Waltham Forest 021D,149663,31402.575,20.982,E09000031,Waltham Forest
E01004440,Waltham Forest 024D,236434,48513.441,20.519,E09000031,Waltham Forest
E01004441,Waltham Forest 024E,130856,51477.957,39.339,E09000031,Waltham Forest
E01004442,Waltham Forest 021E,151326,35586.756,23.517,E09000031,Waltham Forest
E01004443,Waltham Forest 016E,128461,15627.002,12.165,E09000031,Waltham Forest
E01004444,Waltham Forest 017D,198250,31071.472,15.673,E09000031,Waltham Forest
E01004445,Waltham Forest 018C,170143,26242.083,15.424,E09000031,Waltham Forest
E01004446,Waltham Forest 017E,123919,18146.547,14.644,E09000031,Waltham Forest
E01004447,Waltham Forest 016F,128394,20048.631,15.615,E09000031,Waltham Forest
E01004448,Waltham Forest 018D,522191,99575.829,19.069,E09000031,Waltham Forest
E01004449,Waltham Forest 018E,182501,34583.515,18.95,E09000031,Waltham Forest
E01004450,Waltham Forest 006A,297356,44340.146,14.911,E09000031,Waltham Forest
E01004451,Waltham Forest 005D,197190,36014.515,18.264,E09000031,Waltham Forest
E01004452,Waltham Forest 005E,230377,29746.66,12.912,E09000031,Waltham Forest
E01004453,Waltham Forest 006B,341581,58917.739,17.249,E09000031,Waltham Forest
E01004454,Waltham Forest 006C,189089,36147.938,19.117,E09000031,Waltham Forest
E01004455,Waltham Forest 006D,478312,95253.469,19.915,E09000031,Waltham Forest
E01004456,Waltham Forest 006E,246922,27388.745,11.092,E09000031,Waltham Forest
E01004457,Waltham Forest 012B,122277,20259.471,16.569,E09000031,Waltham Forest
E01004458,Waltham Forest 012C,129849,18550.921,14.287,E09000031,Waltham Forest
E01004459,Waltham Forest 012D,111056,23539.027,21.196,E09000031,Waltham Forest
E01004460,Waltham Forest 011D,140231,18419.189,13.135,E09000031,Waltham Forest
E01004461,Waltham Forest 014E,216908,21963.077,10.126,E09000031,Waltham Forest
E01004462,Waltham Forest 011E,134526,21643.204,16.088,E09000031,Waltham Forest
E01004463,Waltham Forest 012E,143677,36490.349,25.397,E09000031,Waltham Forest
E01004464,Waltham Forest 013C,114360,17797.208,15.562,E09000031,Waltham Forest
E01004465,Waltham Forest 015B,114982,15813.151,13.753,E09000031,Waltham Forest
E01004466,Waltham Forest 015C,147690,28999.995,19.636,E09000031,Waltham Forest
E01004467,Waltham Forest 015D,197090,36714.186,18.628,E09000031,Waltham Forest
E01004468,Waltham Forest 015E,780581,450458.023,57.708,E09000031,Waltham Forest
E01004469,Waltham Forest 013D,210044,102654.784,48.873,E09000031,Waltham Forest
E01004470,Waltham Forest 013E,144545,20789.716,14.383,E09000031,Waltham Forest
E01004471,Waltham Forest 013F,135219,43453.411,32.136,E09000031,Waltham Forest
E01004472,Wandsworth 021A,131018,14041.525,10.717,E09000032,Wandsworth
E01004473,Wandsworth 026A,108762,7717.614,7.096,E09000032,Wandsworth
E01004474,Wandsworth 021B,147841,9553.801,6.462,E09000032,Wandsworth
E01004475,Wandsworth 026B,104977,10517.68,10.019,E09000032,Wandsworth
E01004476,Wandsworth 021C,192276,22156.88,11.523,E09000032,Wandsworth
E01004477,Wandsworth 017A,205458,30360.16,14.777,E09000032,Wandsworth
E01004478,Wandsworth 017B,94381.6,6846.775,7.254,E09000032,Wandsworth
E01004479,Wandsworth 017C,144371,19905.452,13.788,E09000032,Wandsworth
E01004480,Wandsworth 026C,78805.9,5281.127,6.701,E09000032,Wandsworth
E01004481,Wandsworth 029A,102830,12100.41,11.767,E09000032,Wandsworth
E01004482,Wandsworth 030A,118471,23484.423,19.823,E09000032,Wandsworth
E01004483,Wandsworth 026D,454245,208198.994,45.834,E09000032,Wandsworth
E01004484,Wandsworth 026E,310868,73562.856,23.664,E09000032,Wandsworth
E01004485,Wandsworth 030B,153313,16920.832,11.037,E09000032,Wandsworth
E01004486,Wandsworth 026F,269676,117720.993,43.653,E09000032,Wandsworth
E01004487,Wandsworth 030C,105704,18290.92,17.304,E09000032,Wandsworth
E01004488,Wandsworth 029B,107393,17748.916,16.527,E09000032,Wandsworth
E01004489,Wandsworth 030D,181164,38517.184,21.261,E09000032,Wandsworth
E01004490,Wandsworth 031A,126955,15846.278,12.482,E09000032,Wandsworth
E01004491,Wandsworth 031B,172227,39756.127,23.084,E09000032,Wandsworth
E01004492,Wandsworth 031C,276332,32931.46,11.917,E09000032,Wandsworth
E01004493,Wandsworth 019A,139603,11722.311,8.397,E09000032,Wandsworth
E01004494,Wandsworth 018A,120955,11293.137,9.337,E09000032,Wandsworth
E01004495,Wandsworth 024A,117696,8163.294,6.936,E09000032,Wandsworth
E01004496,Wandsworth 024B,176681,18026.242,10.203,E09000032,Wandsworth
E01004497,Wandsworth 024C,167109,15588.098,9.328,E09000032,Wandsworth
E01004498,Wandsworth 031D,112938,8105.945,7.177,E09000032,Wandsworth
E01004499,Wandsworth 020A,139951,17390.629,12.426,E09000032,Wandsworth
E01004500,Wandsworth 014A,158416,29855.565,18.846,E09000032,Wandsworth
E01004501,Wandsworth 014B,164881,29506.815,17.896,E09000032,Wandsworth
E01004502,Wandsworth 020B,142081,18813.613,13.241,E09000032,Wandsworth
E01004503,Wandsworth 014C,198075,41246.324,20.824,E09000032,Wandsworth
E01004504,Wandsworth 020C,223542,42504.762,19.014,E09000032,Wandsworth
E01004505,Wandsworth 014D,199194,28973.393,14.545,E09000032,Wandsworth
E01004506,Wandsworth 011A,201975,27003.434,13.37,E09000032,Wandsworth
E01004507,Wandsworth 014E,181130,28374.179,15.665,E09000032,Wandsworth
E01004508,Wandsworth 012A,137495,16909.683,12.298,E09000032,Wandsworth
E01004509,Wandsworth 010A,450120,14963.118,3.324,E09000032,Wandsworth
E01004510,Wandsworth 012B,166007,27486.111,16.557,E09000032,Wandsworth
E01004511,Wandsworth 010B,165046,15688.688,9.506,E09000032,Wandsworth
E01004512,Wandsworth 019B,115143,15058.37,13.078,E09000032,Wandsworth
E01004513,Wandsworth 018B,152401,16241.5,10.657,E09000032,Wandsworth
E01004514,Wandsworth 012C,163949,16840.847,10.272,E09000032,Wandsworth
E01004515,Wandsworth 012D,104845,11038.602,10.528,E09000032,Wandsworth
E01004516,Wandsworth 036A,213890,46744.265,21.854,E09000032,Wandsworth
E01004517,Wandsworth 037A,151610,32581.42,21.49,E09000032,Wandsworth
E01004518,Wandsworth 036B,126387,19066.475,15.086,E09000032,Wandsworth
E01004519,Wandsworth 036C,135907,24176.013,17.789,E09000032,Wandsworth
E01004520,Wandsworth 036D,113759,18363.956,16.143,E09000032,Wandsworth
E01004521,Wandsworth 037B,121530,21561.247,17.742,E09000032,Wandsworth
E01004522,Wandsworth 037C,116971,17243.097,14.741,E09000032,Wandsworth
E01004523,Wandsworth 036E,300950,122370.246,40.661,E09000032,Wandsworth
E01004524,Wandsworth 037D,132267,45182.25,34.16,E09000032,Wandsworth
E01004525,Wandsworth 035A,139352,10213.536,7.329,E09000032,Wandsworth
E01004526,Wandsworth 035B,103619,9687.149,9.349,E09000032,Wandsworth
E01004527,Wandsworth 035C,100395,10196.514,10.156,E09000032,Wandsworth
E01004528,Wandsworth 035D,141625,26960.961,19.037,E09000032,Wandsworth
E01004529,Wandsworth 035E,122353,9814.262,8.021,E09000032,Wandsworth
E01004530,Wandsworth 035F,136134,21612.491,15.876,E09000032,Wandsworth
E01004531,Wandsworth 033A,86527.3,10978.247,12.688,E09000032,Wandsworth
E01004532,Wandsworth 032A,90140.2,16103.502,17.865,E09000032,Wandsworth
E01004533,Wandsworth 033B,87526.5,12565.747,14.357,E09000032,Wandsworth
E01004534,Wandsworth 008A,256570,38259.01,14.912,E09000032,Wandsworth
E01004535,Wandsworth 007A,76739.5,10074.767,13.129,E09000032,Wandsworth
E01004536,Wandsworth 008B,150762,28755.272,19.073,E09000032,Wandsworth
E01004537,Wandsworth 007B,117880,11595.679,9.837,E09000032,Wandsworth
E01004538,Wandsworth 007C,113755,15791.975,13.882,E09000032,Wandsworth
E01004539,Wandsworth 003A,135788,14539.291,10.707,E09000032,Wandsworth
E01004540,Wandsworth 003B,138565,18479.435,13.336,E09000032,Wandsworth
E01004541,Wandsworth 007D,94713.1,5711.737,6.031,E09000032,Wandsworth
E01004542,Wandsworth 021D,131870,11846.037,8.983,E09000032,Wandsworth
E01004543,Wandsworth 027A,209541,43778.255,20.892,E09000032,Wandsworth
E01004544,Wandsworth 021E,102729,10799.64,10.513,E09000032,Wandsworth
E01004545,Wandsworth 027B,146708,8525.826,5.811,E09000032,Wandsworth
E01004546,Wandsworth 027C,91504.8,8131.436,8.886,E09000032,Wandsworth
E01004547,Wandsworth 029C,115434,14504.287,12.565,E09000032,Wandsworth
E01004548,Wandsworth 029D,166043,15462.614,9.312,E09000032,Wandsworth
E01004549,Wandsworth 027D,123680,20401.939,16.496,E09000032,Wandsworth
E01004550,Wandsworth 017D,143851,21050.782,14.634,E09000032,Wandsworth
E01004551,Wandsworth 012E,213142,4030.408,1.891,E09000032,Wandsworth
E01004552,Wandsworth 008C,106622,5486.154,5.145,E09000032,Wandsworth
E01004553,Wandsworth 015A,199630,29217.41,14.636,E09000032,Wandsworth
E01004554,Wandsworth 009A,407695,58942.701,14.458,E09000032,Wandsworth
E01004555,Wandsworth 017E,140188,28850.811,20.58,E09000032,Wandsworth
E01004556,Wandsworth 009B,99695.8,7574.752,7.598,E09000032,Wandsworth
E01004557,Wandsworth 015B,108244,7301.799,6.746,E09000032,Wandsworth
E01004558,Wandsworth 015C,226420,32162.184,14.205,E09000032,Wandsworth
E01004559,Wandsworth 015D,176993,30019.048,16.961,E09000032,Wandsworth
E01004560,Wandsworth 001A,824912,161002.539,19.518,E09000032,Wandsworth
E01004562,Wandsworth 002B,735287,17153,2.333,E09000032,Wandsworth
E01004563,Wandsworth 002C,154536,11639.065,7.532,E09000032,Wandsworth
E01004564,Wandsworth 002D,382066,14394.496,3.768,E09000032,Wandsworth
E01004565,Wandsworth 005A,87438.2,6385.084,7.302,E09000032,Wandsworth
E01004566,Wandsworth 001B,95035.5,4086.173,4.3,E09000032,Wandsworth
E01004567,Wandsworth 002E,120541,4887.148,4.054,E09000032,Wandsworth
E01004568,Wandsworth 013A,230882,35340.602,15.307,E09000032,Wandsworth
E01004569,Wandsworth 023A,287752,60315.859,20.961,E09000032,Wandsworth
E01004570,Wandsworth 023B,117513,18484.916,15.73,E09000032,Wandsworth
E01004571,Wandsworth 023C,122646,36776.525,29.986,E09000032,Wandsworth
E01004572,Wandsworth 016A,786360,496881.953,63.188,E09000032,Wandsworth
E01004573,Wandsworth 023D,1682040,1080284.605,64.225,E09000032,Wandsworth
E01004574,Wandsworth 013B,210301,45033.267,21.414,E09000032,Wandsworth
E01004575,Wandsworth 013C,540837,63757.312,11.789,E09000032,Wandsworth
E01004576,Wandsworth 013D,445629,62367.039,13.995,E09000032,Wandsworth
E01004577,Wandsworth 003C,116028,15748.601,13.573,E09000032,Wandsworth
E01004579,Wandsworth 004B,117445,9963.45,8.484,E09000032,Wandsworth
E01004580,Wandsworth 004C,108686,12590.113,11.584,E09000032,Wandsworth
E01004581,Wandsworth 004D,141341,14227.062,10.066,E09000032,Wandsworth
E01004582,Wandsworth 001C,173537,27193.82,15.67,E09000032,Wandsworth
E01004583,Wandsworth 001D,249207,14728.153,5.91,E09000032,Wandsworth
E01004584,Wandsworth 003D,51585,8531.385,16.539,E09000032,Wandsworth
E01004585,Wandsworth 008D,129287,10003.072,7.737,E09000032,Wandsworth
E01004586,Wandsworth 009C,87029.3,5160.558,5.93,E09000032,Wandsworth
E01004587,Wandsworth 009D,107986,10502.417,9.726,E09000032,Wandsworth
E01004588,Wandsworth 008E,167355,10299.936,6.155,E09000032,Wandsworth
E01004589,Wandsworth 009E,93356.7,5670.446,6.074,E09000032,Wandsworth
E01004590,Wandsworth 005B,142906,8913.684,6.237,E09000032,Wandsworth
E01004591,Wandsworth 005C,123931,11883.83,9.589,E09000032,Wandsworth
E01004592,Wandsworth 005D,95864.6,8445.873,8.81,E09000032,Wandsworth
E01004593,Wandsworth 025A,214829,10655.376,4.96,E09000032,Wandsworth
E01004594,Wandsworth 020D,143683,13109.797,9.124,E09000032,Wandsworth
E01004595,Wandsworth 025B,224748,18596.608,8.274,E09000032,Wandsworth
E01004596,Wandsworth 020E,117853,9937.408,8.432,E09000032,Wandsworth
E01004597,Wandsworth 025C,139702,20688.403,14.809,E09000032,Wandsworth
E01004598,Wandsworth 025D,142507,14682.614,10.303,E09000032,Wandsworth
E01004599,Wandsworth 025E,110953,8439.277,7.606,E09000032,Wandsworth
E01004600,Wandsworth 018C,123328,4213.95,3.417,E09000032,Wandsworth
E01004601,Wandsworth 018D,304045,32791.774,10.785,E09000032,Wandsworth
E01004602,Wandsworth 010C,138091,14616.577,10.585,E09000032,Wandsworth
E01004604,Wandsworth 006A,375189,50255.623,13.395,E09000032,Wandsworth
E01004605,Wandsworth 006B,222375,25309.163,11.381,E09000032,Wandsworth
E01004606,Wandsworth 006C,105906,4111.213,3.882,E09000032,Wandsworth
E01004607,Wandsworth 006D,168048,17205.117,10.238,E09000032,Wandsworth
E01004608,Wandsworth 006E,96159.9,3715.067,3.863,E09000032,Wandsworth
E01004609,Wandsworth 010E,205855,15658.343,7.606,E09000032,Wandsworth
E01004610,Wandsworth 033C,286331,38464.766,13.434,E09000032,Wandsworth
